loan_id,customer_id,branch_id,loan_type,loan_start_date,loan_amount,interest_rate_pct,term_months,emi_amount,outstanding_balance,loan_status,default_status,days_past_due,customer_name,customer_segment,annual_income,city,home_branch_id,declared_risk_segment,credit_score,credit_score_band,past_due_accounts,credit_utilization_pct,hard_inquiries_12m,credit_history_years,total_payment_records,total_amount_paid,paid_payments,late_payments,max_days_late,average_days_late,repayment_rate_pct,late_payment_rate_pct,branch_name,city_branch,loan_to_income_ratio,low_credit_score_flag,high_utilization_flag,high_loan_to_income_flag,high_interest_flag,late_payment_flag,poor_repayment_flag,past_due_accounts_flag,high_inquiry_flag,default_flag,loan_risk_score,loan_risk_level,income_band,interest_rate_band,loan_amount_band
L00020,C00008,B011,Personal,2026-02-22,899386.34,12.95,24,47180.31,503658.96,Active,No,2,Anitha Gupta,Mass Affluent,51752.0,Pune,B011,Low,828.0,Excellent,0.0,43.2,1.0,7.0,7,325203.02999999997,2,7,10,6.571428571428571,28.57142857142857,100.0,Chennai Branch 2,Chennai,17.378774540114392,0,0,1,0,0,1,0,0,0,25,Medium,Lower Middle,High Rate,Large Loan
L00021,C00122,B016,Auto,2024-06-09,183515.69,17.18,48,6450.58,134396.72,Active,No,13,Divya Sharma,Retail,208881.0,Madurai,B016,Low,642.0,Fair,0.0,65.1,6.0,0.0,24,155762.95,9,24,10,6.25,37.5,100.0,Pune Branch 2,Pune,0.8785657383869284,0,0,0,1,0,1,0,1,0,25,Medium,High Income,Very High Rate,Medium Loan
L00022,C00119,B012,Business,2025-08-20,454962.78,14.16,48,14846.95,317281.58,Defaulted,Yes,51,Pooja Kumar,Retail,22603.0,Pune,B012,Low,677.0,Good,1.0,29.6,7.0,10.0,12,164455.41,5,12,38,14.0,41.66666666666667,100.0,Bengaluru Branch 2,Bengaluru,20.128424545414326,0,0,1,0,1,1,0,1,1,70,Critical,Low Income,High Rate,Medium Loan
L00023,C00698,B010,Business,2024-06-24,1559562.59,15.83,24,85555.0,880570.42,Active,No,17,Vishal Iyer,Sme Owner,111666.0,Kolkata,B010,Low,659.0,Good,0.0,42.5,1.0,10.0,24,2047419.81,18,21,9,3.625,75.0,87.5,Kochi Branch 1,Kochi,13.966315530241973,0,0,1,1,0,1,0,0,0,35,Medium,High Income,High Rate,Very Large Loan
L00024,C00344,B021,Business,2025-06-02,1466176.09,14.59,36,58553.37,675227.3,Defaulted,Yes,87,Sanjay Verma,Retail,23243.0,Kolkata,B021,Low,759.0,Excellent,0.0,30.6,2.0,2.0,12,658498.9400000001,0,12,39,16.0,0.0,100.0,Chennai Branch 3,Chennai,63.08032913135138,0,0,1,0,1,1,0,0,1,70,Critical,Low Income,High Rate,Very Large Loan
L00025,C00316,B017,Home,2025-06-02,138357.32,18.15,48,4975.1,0.0,Closed,No,19,Priya Reddy,Retail,92635.0,Coimbatore,B017,Medium,628.0,Fair,1.0,42.7,2.0,6.0,15,74486.46,11,13,10,3.6666666666666665,73.33333333333333,86.66666666666667,Kolkata Branch 2,Kolkata,1.4935749986506182,0,0,1,1,0,1,0,0,0,35,Medium,High Income,Very High Rate,Small Loan
L00026,C00695,B014,Education,2024-06-14,674796.41,15.16,36,27269.27,207019.01,Active,No,8,Kavya Singh,Retail,49181.0,Kolkata,B014,Medium,731.0,Good,0.0,26.1,8.0,0.0,24,656519.17,11,20,10,5.375,45.83333333333333,83.33333333333334,Delhi Branch 2,Delhi,13.720672820804783,0,0,1,1,0,1,0,1,0,40,Medium,Lower Middle,High Rate,Large Loan
L00027,C00634,B022,Personal,2026-04-04,117661.94,17.48,60,3674.97,0.0,Closed,No,12,Meena Sharma,Sme Owner,31701.0,Coimbatore,B022,High,616.0,Fair,0.0,90.9,8.0,12.0,5,18588.510000000002,3,4,8,4.2,60.0,80.0,Bengaluru Branch 3,Bengaluru,3.7116160373489797,0,1,1,1,0,1,0,1,0,50,High,Low Income,Very High Rate,Small Loan
L00028,C00099,B013,Business,2024-05-06,553134.48,14.74,48,18317.97,480065.17,Defaulted,Yes,114,Rohit Gupta,Mass Affluent,123062.0,Delhi,B013,Medium,721.0,Good,0.0,26.8,3.0,8.0,18,316691.59,5,17,57,14.833333333333334,27.77777777777778,94.44444444444444,Mumbai Branch 2,Mumbai,4.494762639970096,0,0,1,0,1,1,0,0,1,70,Critical,High Income,High Rate,Large Loan
L00029,C00854,B012,Home,2023-05-13,1745649.37,16.27,24,96403.49,1044156.59,Defaulted,Yes,47,Naveen Kumar,Senior Citizen,29964.0,Hyderabad,B012,Medium,606.0,Fair,0.0,64.2,4.0,3.0,20,1744223.41,8,18,58,16.2,40.0,90.0,Bengaluru Branch 2,Bengaluru,58.258222199973304,0,0,1,1,1,1,0,0,1,70,Critical,Low Income,Very High Rate,Very Large Loan
L00030,C00478,B015,Education,2023-04-17,232265.27,15.13,24,12606.2,44731.27,Active,No,12,Suresh Nair,Premium,46105.0,Pune,B015,Low,662.0,Good,0.0,14.5,3.0,5.0,24,303578.48,17,21,10,4.375,70.83333333333334,87.5,Hyderabad Branch 2,Hyderabad,5.037745797635831,0,0,1,1,0,1,0,0,0,35,Medium,Lower Middle,High Rate,Medium Loan
L00031,C00693,B008,Business,2025-12-18,132225.16,14.72,36,5294.88,72876.49,Active,No,1,Arun Singh,Retail,27795.0,Madurai,B008,Low,701.0,Good,0.0,41.7,0.0,12.0,9,47877.35,4,8,10,4.888888888888889,44.44444444444444,88.88888888888889,Madurai Branch 1,Madurai,4.75715632307969,0,0,1,0,0,1,0,0,0,25,Medium,Low Income,High Rate,Small Loan
L00032,C00512,B010,Auto,2025-11-06,557444.72,12.63,48,17480.54,379103.6,Active,No,20,Geetha Iyer,Retail,29028.0,Bengaluru,B010,High,774.0,Excellent,0.0,15.0,6.0,5.0,10,176296.25,4,8,10,5.0,40.0,80.0,Kochi Branch 1,Kochi,19.20369023012264,0,0,1,0,0,1,0,1,0,30,Medium,Low Income,High Rate,Large Loan
L00033,C00211,B010,Personal,2025-02-24,847702.41,14.96,48,28228.49,366249.3,Defaulted,Yes,38,Divya Singh,Senior Citizen,41963.0,Chennai,B010,Low,697.0,Good,0.0,47.4,6.0,0.0,14,361035.3,7,14,43,11.785714285714286,50.0,100.0,Kochi Branch 1,Kochi,20.20118699806973,0,0,1,0,1,1,0,1,1,70,Critical,Lower Middle,High Rate,Large Loan
L00034,C00641,B001,Education,2025-08-27,233325.12,16.34,48,8038.05,210578.56,Active,No,8,Karthik Sharma,Senior Citizen,74065.0,Kochi,B001,High,663.0,Good,0.0,47.4,6.0,0.0,13,104700.79,8,13,10,5.0,61.53846153846154,100.0,Chennai Branch 1,Chennai,3.1502750286910146,0,0,1,1,0,1,0,1,0,40,Medium,High Income,Very High Rate,Medium Loan
L00035,C00828,B003,Personal,2024-08-14,356173.82,15.67,24,19491.61,126188.13,Active,No,13,Sanjay Rao,Mass Affluent,131658.0,Bengaluru,B003,Low,723.0,Good,0.0,50.1,0.0,6.0,24,466828.74,14,23,10,4.75,58.333333333333336,95.83333333333334,Mumbai Branch 1,Mumbai,2.7052956903492382,0,0,1,1,0,1,0,0,0,35,Medium,High Income,High Rate,Medium Loan
L00036,C00188,B014,Personal,2022-12-30,657864.87,13.6,36,25729.83,178110.62,Defaulted,Yes,117,Rahul Kumar,Senior Citizen,54248.0,Hyderabad,B014,Low,726.0,Good,0.0,43.3,5.0,10.0,16,400198.76,8,15,45,10.875,50.0,93.75,Delhi Branch 2,Delhi,12.12698846040407,0,0,1,0,1,1,0,1,1,70,Critical,Upper Middle,High Rate,Large Loan
L00037,C00748,B009,Auto,2022-07-24,1945035.02,13.18,84,44518.15,680078.07,Defaulted,Yes,40,Rohit Reddy,Mass Affluent,16799.0,Madurai,B009,Low,743.0,Good,0.0,13.3,0.0,12.0,19,767101.84,3,18,57,15.736842105263158,15.789473684210526,94.73684210526315,Coimbatore Branch 1,Coimbatore,115.78278588011192,0,0,1,0,1,1,0,0,1,70,Critical,Low Income,High Rate,Very Large Loan
L00038,C00857,B005,Personal,2025-09-08,154298.95,11.88,84,3364.45,69319.26,Active,No,3,Vijay Reddy,Retail,70563.0,Hyderabad,B005,Medium,828.0,Excellent,0.0,43.5,6.0,12.0,12,40679.86,8,12,10,4.666666666666667,66.66666666666666,100.0,Hyderabad Branch 1,Hyderabad,2.1866835310290096,0,0,1,0,0,1,0,1,0,30,Medium,Upper Middle,Moderate Rate,Small Loan
L00039,C00871,B017,Personal,2023-10-17,266855.77,12.14,60,7147.29,0.0,Closed,No,8,Karthik Patel,Premium,147781.0,Madurai,B017,Low,860.0,Excellent,0.0,7.9,7.0,3.0,24,171077.55,12,21,10,4.791666666666667,50.0,87.5,Kolkata Branch 2,Kolkata,1.8057515512819646,0,0,1,0,0,1,0,1,0,30,Medium,High Income,High Rate,Medium Loan
L00040,C00424,B025,Business,2025-02-26,349492.93,17.32,84,9204.98,303791.22,Active,No,13,Sanjay Nair,Senior Citizen,24799.0,Kolkata,B025,Low,647.0,Fair,1.0,55.8,6.0,4.0,19,176100.08000000002,7,17,10,5.473684210526316,36.84210526315789,89.47368421052632,Hyderabad Branch 3,Hyderabad,14.093025121980725,0,0,1,1,0,1,0,1,0,40,Medium,Low Income,Very High Rate,Medium Loan
L00041,C00005,B001,Personal,2025-11-17,262340.01,15.52,60,7765.26,82838.0,Active,No,17,Vishal Verma,Retail,65051.0,Mumbai,B001,Low,678.0,Good,0.0,41.3,3.0,0.0,10,77666.48,4,9,10,5.7,40.0,90.0,Chennai Branch 1,Chennai,4.03283592873284,0,0,1,1,0,1,0,0,0,35,Medium,Upper Middle,High Rate,Medium Loan
L00042,C00837,B007,Business,2024-11-01,120093.83,13.17,84,2747.72,0.0,Closed,No,15,Sanjay Singh,Retail,74426.0,Madurai,B007,Low,718.0,Good,0.0,36.2,1.0,0.0,22,60083.09,13,21,10,5.363636363636363,59.09090909090909,95.45454545454545,Kolkata Branch 1,Kolkata,1.613600489076398,0,0,1,0,0,1,0,0,0,25,Medium,High Income,High Rate,Small Loan
L00043,C00601,B022,Business,2022-06-16,81526.41,16.1,60,2452.59,70939.75,Active,No,20,Anitha Nair,Mass Affluent,37559.0,Pune,B022,Low,614.0,Fair,1.0,90.0,3.0,10.0,23,56232.53,16,18,10,3.9565217391304346,69.56521739130434,78.26086956521739,Bengaluru Branch 3,Bengaluru,2.170622487286669,0,1,1,1,0,1,0,0,0,45,Medium,Low Income,Very High Rate,Small Loan
L00044,C00435,B006,Business,2025-06-19,516075.76,15.92,36,21182.04,427205.32,Defaulted,Yes,90,Pooja Sharma,Premium,85472.0,Hyderabad,B006,High,695.0,Good,1.0,57.9,7.0,1.0,11,215684.9,3,10,44,12.363636363636363,27.27272727272727,90.9090909090909,Pune Branch 1,Pune,6.037951141894422,0,0,1,1,1,1,0,1,1,70,Critical,High Income,High Rate,Large Loan
L00045,C00521,B007,Personal,2024-05-29,108131.62,16.13,60,3255.66,34867.59,Active,No,16,Sneha Singh,Premium,60857.0,Chennai,B007,Low,637.0,Fair,0.0,49.7,2.0,3.0,24,77638.7,14,22,9,4.541666666666667,58.333333333333336,91.66666666666666,Kolkata Branch 1,Kolkata,1.776814828203822,0,0,1,1,0,1,0,0,0,35,Medium,Upper Middle,Very High Rate,Small Loan
L00046,C00349,B012,Education,2025-07-09,245369.67,15.23,12,23561.62,0.0,Closed,No,11,Pooja Iyer,Student,15123.0,Chennai,B012,Low,744.0,Good,0.0,38.0,0.0,5.0,12,284224.77,5,12,10,5.75,41.66666666666667,100.0,Bengaluru Branch 2,Bengaluru,16.224933544931563,0,0,1,1,0,1,0,0,0,35,Medium,Low Income,High Rate,Medium Loan
L00047,C00417,B018,Home,2025-05-04,133249.52,15.01,12,12770.86,31578.53,Active,No,17,Anitha Nair,Senior Citizen,37873.0,Hyderabad,B018,High,691.0,Good,0.0,26.2,0.0,12.0,12,152763.23,8,12,8,4.25,66.66666666666666,100.0,Madurai Branch 2,Madurai,3.5183249280490054,0,0,1,1,0,1,0,0,0,35,Medium,Lower Middle,High Rate,Small Loan
L00048,C00956,B001,Personal,2024-07-30,1372500.43,17.31,24,76985.84,468524.18,Active,No,4,Meena Singh,Retail,62131.0,Bengaluru,B001,Low,644.0,Fair,1.0,38.7,1.0,11.0,24,1852521.94,14,21,10,4.333333333333333,58.333333333333336,87.5,Chennai Branch 1,Chennai,22.090428771466737,0,0,1,1,0,1,0,0,0,35,Medium,Upper Middle,Very High Rate,Very Large Loan
L00049,C00566,B020,Auto,2024-06-27,91336.74,12.22,24,4735.81,26824.89,Active,No,13,Lakshmi Reddy,Retail,45922.0,Mumbai,B020,Low,761.0,Excellent,0.0,29.7,8.0,6.0,24,114093.83,16,21,10,4.083333333333333,66.66666666666666,87.5,Kochi Branch 2,Kochi,1.9889538783154046,0,0,1,0,0,1,0,1,0,30,Medium,Lower Middle,High Rate,Small Loan
L00050,C00705,B006,Home,2023-03-30,940556.01,13.34,24,49645.68,869466.38,Active,No,10,Pooja Reddy,Retail,39076.0,Kolkata,B006,Low,809.0,Excellent,0.0,57.0,2.0,0.0,24,1188990.1,17,23,10,4.333333333333333,70.83333333333334,95.83333333333334,Pune Branch 1,Pune,24.069915293274644,0,0,1,0,0,1,0,0,0,25,Medium,Lower Middle,High Rate,Large Loan
L00051,C00549,B012,Auto,2024-07-18,1617736.53,16.56,36,67261.89,787496.54,Active,No,4,Deepa Sharma,Mass Affluent,63142.0,Chennai,B012,Medium,669.0,Good,0.0,42.5,7.0,1.0,24,1615504.07,9,23,10,6.333333333333333,37.5,95.83333333333334,Bengaluru Branch 2,Bengaluru,25.620609578410566,0,0,1,1,0,1,0,1,0,40,Medium,Upper Middle,Very High Rate,Very Large Loan
L00052,C00889,B013,Personal,2026-03-11,106978.09,14.02,48,3478.57,78010.41,Defaulted,Yes,44,Rohit Kumar,Premium,84963.0,Madurai,B013,Low,728.0,Good,0.0,4.1,1.0,8.0,5,15861.25,3,4,22,7.0,60.0,80.0,Mumbai Branch 2,Mumbai,1.259113849558043,0,0,1,0,1,1,0,0,1,70,Critical,High Income,High Rate,Small Loan
L00053,C00657,B022,Education,2025-11-04,80308.15,15.51,84,1994.03,39432.33,Active,No,0,Rohit Gupta,Retail,43175.0,Bengaluru,B022,Low,735.0,Good,0.0,22.0,2.0,11.0,10,19976.58,5,7,10,4.7,50.0,70.0,Bengaluru Branch 3,Bengaluru,1.8600613781123334,0,0,1,1,0,1,0,0,0,35,Medium,Lower Middle,High Rate,Small Loan
L00054,C00704,B003,Personal,2022-12-31,738708.11,17.7,12,72454.95,612768.49,Active,No,14,Rohit Reddy,Sme Owner,29718.0,Delhi,B003,Medium,541.0,Poor,2.0,44.3,7.0,4.0,12,870759.08,6,11,10,4.916666666666667,50.0,91.66666666666666,Mumbai Branch 1,Mumbai,24.85726192879736,1,0,1,1,0,1,1,1,0,70,Critical,Low Income,Very High Rate,Large Loan
L00055,C00564,B008,Business,2023-01-20,337223.15,15.97,36,13855.19,0.0,Closed,No,7,Geetha Singh,Retail,174202.0,Pune,B008,High,718.0,Good,0.0,30.7,6.0,10.0,24,332979.16,15,24,10,4.375,62.5,100.0,Madurai Branch 1,Madurai,1.9358167529649488,0,0,1,1,0,1,0,1,0,40,Medium,High Income,High Rate,Medium Loan
L00056,C00431,B002,Business,2023-08-01,105185.75,13.61,60,2946.08,89060.59,Active,No,13,Deepa Gupta,Sme Owner,37888.0,Mumbai,B002,Low,740.0,Good,0.0,36.0,8.0,4.0,24,70504.99,11,22,10,5.833333333333333,45.83333333333333,91.66666666666666,Bengaluru Branch 1,Bengaluru,2.776228621199324,0,0,1,0,0,1,0,1,0,30,Medium,Lower Middle,High Rate,Small Loan
L00057,C00773,B001,Auto,2025-04-06,741924.11,14.22,48,24248.55,622139.67,Defaulted,Yes,120,Suresh Patel,Retail,89456.0,Mumbai,B001,Medium,678.0,Good,0.0,11.5,1.0,6.0,11,255577.91999999998,4,11,48,11.272727272727273,36.36363636363637,100.0,Chennai Branch 1,Chennai,8.293732225898765,0,0,1,0,1,1,0,0,1,70,Critical,High Income,High Rate,Large Loan
L00058,C00065,B005,Auto,2024-03-21,1781761.71,12.37,24,92607.06,0.0,Closed,No,10,Kavya Patel,Mass Affluent,26540.0,Madurai,B005,Medium,763.0,Excellent,0.0,78.6,4.0,5.0,24,2218347.9699999997,13,22,9,4.958333333333333,54.166666666666664,91.66666666666666,Hyderabad Branch 1,Hyderabad,67.1349551620196,0,1,1,0,0,1,0,0,0,35,Medium,Low Income,High Rate,Very Large Loan
L00059,C00036,B001,Personal,2026-01-16,821764.67,14.45,24,44135.61,0.0,Closed,No,2,Naveen Gupta,Senior Citizen,137790.0,Delhi,B001,Medium,731.0,Good,1.0,28.4,4.0,8.0,8,354602.69,6,8,10,4.5,75.0,100.0,Chennai Branch 1,Chennai,5.963891937005589,0,0,1,0,0,1,0,0,0,25,Medium,High Income,High Rate,Large Loan
L00060,C00775,B012,Auto,2026-05-15,813028.46,17.41,12,79548.06,516625.42,Defaulted,Yes,54,Ajay Singh,Sme Owner,38744.0,Mumbai,B012,High,609.0,Fair,1.0,99.0,3.0,0.0,4,289696.55,2,3,47,14.75,50.0,75.0,Bengaluru Branch 2,Bengaluru,20.984628845756763,0,1,1,1,1,1,0,0,1,70,Critical,Lower Middle,Very High Rate,Large Loan
L00061,C00537,B023,Education,2023-04-05,478270.14,18.1,24,27141.83,162847.55,Defaulted,Yes,70,Sanjay Reddy,Retail,33973.0,Coimbatore,B023,Low,560.0,Fair,0.0,76.1,2.0,7.0,18,458031.63,4,18,52,13.11111111111111,22.22222222222222,100.0,Mumbai Branch 3,Mumbai,14.07794837076502,1,1,1,1,1,1,0,0,1,85,Critical,Low Income,Very High Rate,Large Loan
L00062,C00352,B018,Education,2023-02-01,1625200.97,13.38,36,63265.46,247548.21,Active,No,17,Pooja Verma,Retail,48707.0,Kochi,B018,Low,749.0,Good,0.0,37.2,8.0,6.0,24,1516047.74,15,20,10,4.416666666666667,62.5,83.33333333333334,Madurai Branch 2,Madurai,33.366887100416776,0,0,1,0,0,1,0,1,0,30,Medium,Lower Middle,High Rate,Very Large Loan
L00063,C00690,B020,Education,2023-04-23,423903.6,16.84,36,17723.88,280552.12,Active,No,4,Sneha Patel,Retail,65577.0,Delhi,B020,High,659.0,Good,0.0,5.9,3.0,4.0,24,425940.26,11,22,10,5.583333333333333,45.83333333333333,91.66666666666666,Kochi Branch 2,Kochi,6.4642115375817735,0,0,1,1,0,1,0,0,0,35,Medium,Upper Middle,Very High Rate,Medium Loan
L00064,C00620,B024,Education,2023-07-07,167177.38,13.43,84,3861.2,134599.87,Defaulted,Yes,73,Naveen Sharma,Sme Owner,77036.0,Coimbatore,B024,Low,704.0,Good,0.0,31.7,5.0,6.0,17,61283.770000000004,9,13,49,13.411764705882353,52.94117647058824,76.47058823529412,Delhi Branch 3,Delhi,2.1701202035412015,0,0,1,0,1,1,0,1,1,70,Critical,High Income,High Rate,Small Loan
L00065,C00486,B013,Business,2023-03-11,204143.95,15.11,24,11076.51,103963.3,Active,No,17,Deepa Iyer,Senior Citizen,65150.0,Madurai,B013,Medium,717.0,Good,0.0,26.5,3.0,5.0,24,266867.39,13,23,10,4.875,54.166666666666664,95.83333333333334,Mumbai Branch 2,Mumbai,3.133445126630852,0,0,1,1,0,1,0,0,0,35,Medium,Upper Middle,High Rate,Medium Loan
