customer_id,customer_name,customer_segment,city,state,annual_income,declared_risk_segment,total_transactions,total_transaction_value,transaction_fee_revenue,transaction_operational_cost,net_transaction_profit,number_of_accounts,total_account_balance,monthly_account_service_cost,annual_account_service_cost,total_complaints,complaint_service_cost,total_loans,total_loan_amount,total_outstanding_balance,estimated_interest_revenue,defaulted_loans,total_payments_made,payment_records,delayed_payment_records,max_days_late,suspicious_transactions,max_fraud_risk_score,confirmed_fraud_transactions,customer_fraud_risk_level,max_loan_risk_score,average_loan_risk_score,customer_loan_risk_level,customer_revenue,customer_operational_cost,customer_profit,profit_margin_pct,profitability_segment,high_value_customer_flag,combined_risk_level
C00459,Naveen Sharma,Retail,Kolkata,West Bengal,84861.0,Low,20,168544.35,351.7,320.82,30.879999999999995,1,253061.95,111.13,1333.56,2.0,895.8199999999999,1.0,353361.85,286328.08,48475.34394400001,1.0,206169.07,18.0,17.0,59.0,0,30,0,Medium,75.0,75.0,Critical,48827.043944000005,2550.2,46276.84394400001,94.7770747642949,High Profit,1,Critical
C00458,Lakshmi Sharma,Student,Bengaluru,Karnataka,63034.0,Low,48,500744.59,827.12,825.23,1.8899999999999864,2,57645.939999999995,205.17000000000002,2462.04,3.0,1399.67,1.0,435846.42,289112.04,49206.869208,1.0,423030.24,19.0,18.0,60.0,4,70,2,Critical,70.0,70.0,Critical,50033.989208,4686.9400000000005,45347.049208,90.63248788635346,High Profit,1,Critical
C00012,Deepa Singh,Senior Citizen,Coimbatore,Tamil Nadu,29821.0,Medium,20,305992.53,336.76,270.84,65.92000000000002,1,35312.24,71.8,861.5999999999999,1.0,607.36,1.0,837582.26,355280.65,46399.65289,1.0,484995.74,24.0,24.0,60.0,4,70,4,Critical,70.0,70.0,Critical,46736.41289,1739.7999999999997,44996.61289,96.27742076805329,High Profit,1,Critical
C00975,Rahul Rao,Senior Citizen,Bengaluru,Karnataka,57735.0,Low,48,377891.76,874.5400000000001,747.06,127.48000000000013,2,904948.4099999999,196.82999999999998,2361.96,0.0,0.0,1.0,705937.97,235699.81,45442.923367999996,0.0,473091.94,24.0,21.0,10.0,0,20,0,Medium,65.0,65.0,High,46317.463368,3109.02,43208.443368,93.28758577450948,High Profit,1,High
C00378,Deepa Sharma,Mass Affluent,Kochi,Kerala,73796.0,Low,21,210890.68,391.49,314.17,77.32,1,244941.31,151.11,1813.3200000000002,1.0,634.22,1.0,515490.41,295820.65,44373.0975,1.0,551309.4,12.0,11.0,52.0,0,35,0,Medium,70.0,70.0,Critical,44764.5875,2761.71,42002.8775,93.83059209469987,High Profit,1,Critical
C00507,Naveen Kumar,Mass Affluent,Bengaluru,Karnataka,46727.0,Low,48,429197.82,719.09,798.62,-79.52999999999997,3,198259.44999999998,332.41999999999996,3989.0399999999995,1.0,609.68,1.0,813008.76,276460.8,44952.52608,0.0,945426.27,12.0,10.0,7.0,1,45,0,High,35.0,35.0,Medium,45671.61608,5397.34,40274.276079999996,88.18228811841071,High Profit,1,High
C00482,Naveen Singh,Premium,Delhi,Delhi,64154.0,Low,20,206053.23,450.43,322.67,127.75999999999999,1,413181.08,44.48,533.76,3.0,508.99,1.0,818029.54,243697.86,37261.402793999994,1.0,843119.36,21.0,21.0,47.0,0,20,0,Medium,70.0,70.0,Critical,37711.832793999994,1365.42,36346.412793999996,96.37933269523501,High Profit,1,Critical
C00454,Naveen Patel,Retail,Delhi,Delhi,38424.0,Medium,37,310945.61,745.38,659.35,86.02999999999997,2,253893.14,162.52,1950.2400000000002,1.0,536.9,1.0,945594.85,283011.07,36706.535779000005,1.0,726307.8,9.0,9.0,46.0,0,35,0,Medium,70.0,70.0,Critical,37451.915779,3146.4900000000002,34305.425779000005,91.59858732309685,High Profit,1,Critical
C00936,Kavya Iyer,Retail,Delhi,Delhi,53053.0,Low,16,78436.63,241.49,294.0,-52.50999999999999,1,250569.57,162.19,1946.28,2.0,439.64,1.0,1061345.38,221332.79,36210.044444,0.0,1401964.49,24.0,23.0,10.0,0,5,0,Low,60.0,60.0,High,36451.534444,2679.9199999999996,33771.614444,92.64799125502626,High Profit,1,High
C00284,Deepa Patel,Mass Affluent,Pune,Maharashtra,39406.0,Low,16,108177.12,217.79999999999998,252.8,-35.00000000000003,1,358085.59,173.56,2082.7200000000003,0.0,0.0,1.0,283285.46,201981.21,34922.551209,1.0,185395.1,16.0,16.0,57.0,0,30,0,Medium,70.0,70.0,Critical,35140.351209,2335.5200000000004,32804.831208999996,93.35373745666537,High Profit,1,Critical
C00793,Lakshmi Nair,Senior Citizen,Mumbai,Maharashtra,60479.0,Low,26,485959.75,447.82,422.39,25.430000000000007,1,34727.15,170.13,2041.56,1.0,148.05,1.0,319955.36,264391.68,34503.11424,0.0,402822.55,24.0,22.0,10.0,6,70,6,Critical,25.0,25.0,Medium,34950.93424,2612.0,32338.934240000002,92.52666614842397,High Profit,1,Critical
C00592,Vishal Gupta,Retail,Kochi,Kerala,123535.0,Low,58,480123.31,897.81,832.62,65.18999999999994,3,1400119.49,244.16,2929.92,1.0,590.39,1.0,1740185.4,320741.1,34640.0388,0.0,835438.45,23.0,21.0,10.0,1,40,0,High,30.0,30.0,Medium,35537.8488,4352.93,31184.9188,87.75128448405127,High Profit,1,High
C00759,Vijay Nair,Retail,Kolkata,West Bengal,23125.0,Low,14,74002.06,211.48,244.33,-32.85000000000002,1,297455.68,41.59,499.08000000000004,1.0,332.41,1.0,570302.88,172917.6,31592.04552,1.0,259452.61000000002,18.0,17.0,59.0,0,5,0,Low,75.0,75.0,Critical,31803.52552,1075.8200000000002,30727.70552,96.61729326415885,Medium Profit,1,Critical
C00352,Pooja Verma,Retail,Kochi,Kerala,48707.0,Low,38,482714.8,728.73,559.84,168.89,2,242674.28,206.04,2472.48,4.0,1195.92,1.0,1625200.97,247548.21,33121.950498,0.0,1516047.74,24.0,20.0,10.0,8,70,4,Critical,30.0,30.0,Medium,33850.680498,4228.24,29622.440498000004,87.50914327926195,Medium Profit,1,Critical
C00363,Sanjay Nair,Retail,Kochi,Kerala,128379.0,Medium,22,140525.34,373.44,305.92,67.51999999999998,1,561500.48,89.01,1068.1200000000001,2.0,830.3199999999999,1.0,274778.37,200924.02,30239.06501,1.0,123039.32,20.0,19.0,58.0,0,30,0,Medium,70.0,70.0,Critical,30612.505009999997,2204.36,28408.145009999997,92.79915185222536,Medium Profit,1,Critical
C00422,Sanjay Singh,Retail,Mumbai,Maharashtra,72756.0,Low,39,384033.81,672.92,663.9,9.019999999999982,2,433302.26,121.09,1453.08,1.0,437.31,1.0,864070.93,197857.15,28926.71533,1.0,838368.78,11.0,10.0,60.0,0,20,0,Medium,70.0,70.0,Critical,29599.635329999997,2554.29,27045.345329999996,91.37053557747328,Medium Profit,1,Critical
C00141,Suresh Iyer,Retail,Chennai,Tamil Nadu,156140.0,Low,21,310644.94,437.86,353.89,83.97000000000003,1,285609.95,27.02,324.24,1.0,365.56,1.0,256739.75,179246.06,26994.456636000003,0.0,123321.87,5.0,5.0,7.0,3,70,3,Critical,40.0,40.0,Medium,27432.316636000003,1043.69,26388.626636000005,96.19539970375544,Medium Profit,1,Critical
C00537,Sanjay Reddy,Retail,Coimbatore,Tamil Nadu,33973.0,Low,38,382886.64,629.8,622.62,7.17999999999995,2,129695.53,186.70999999999998,2240.5199999999995,3.0,1201.02,1.0,478270.14,162847.55,29475.40655,1.0,458031.63,18.0,18.0,52.0,2,45,0,High,85.0,85.0,Critical,30105.20655,4064.1599999999994,26041.04655,86.50014244795142,Medium Profit,1,Critical
C00877,Suresh Singh,Retail,Coimbatore,Tamil Nadu,54929.0,Low,40,281182.99,604.87,612.74,-7.8700000000000045,2,308618.32999999996,188.37,2260.44,2.0,404.75,1.0,212905.31,143644.87,24477.085848,0.0,155074.41999999998,13.0,10.0,9.0,2,45,0,High,35.0,35.0,Medium,25081.955847999998,3277.9300000000003,21804.025847999997,86.93112283641398,Medium Profit,1,High
C00413,Deepa Rao,Mass Affluent,Hyderabad,Telangana,70809.0,Low,22,111217.93,381.87,345.9,35.97000000000003,1,395196.41,115.19,1382.28,6.0,1916.9,1.0,180889.74,150872.63,23339.995861000003,1.0,189416.85,22.0,21.0,57.0,0,10,0,Low,70.0,70.0,Critical,23721.865861000002,3645.08,20076.785861000004,84.6340923544606,Medium Profit,1,Critical
C00295,Meena Patel,Retail,Kochi,Kerala,43825.0,Low,51,374526.67,876.2,698.52,177.68000000000006,3,200811.47999999998,258.18,3098.16,0.0,0.0,1.0,430871.97,142106.59,21983.889473,1.0,80877.92,5.0,5.0,27.0,0,35,0,Medium,70.0,70.0,Critical,22860.089473,3796.68,19063.409473,83.39166605413224,Medium Profit,1,Critical
C00981,Anitha Gupta,Retail,Chennai,Tamil Nadu,28400.0,High,33,286980.39,492.84000000000003,478.02,14.82000000000005,2,418952.91,191.22,2294.64,1.0,414.42,1.0,165737.16,147581.22,21133.630704,0.0,190633.23,12.0,11.0,10.0,1,40,0,High,25.0,25.0,Medium,21626.470704,3187.08,18439.390703999998,85.2630600544058,Medium Profit,1,High
C00861,Ajay Sharma,Mass Affluent,Chennai,Tamil Nadu,52859.0,Medium,54,375647.39,953.5799999999999,886.8199999999999,66.75999999999999,2,127607.95,206.09,2473.08,1.0,595.88,1.0,464856.37,163069.41,20236.913781,1.0,414870.12,11.0,10.0,35.0,0,35,0,Medium,70.0,70.0,Critical,21190.493780999997,3955.7799999999997,17234.713781,81.3322896536424,Medium Profit,1,Critical
C00620,Naveen Sharma,Sme Owner,Coimbatore,Tamil Nadu,77036.0,Low,24,244614.23,494.7,384.03000000000003,110.66999999999996,2,294949.03,171.41,2056.92,0.0,0.0,1.0,167177.38,134599.87,18076.762541,1.0,61283.770000000004,17.0,13.0,49.0,0,25,0,Medium,70.0,70.0,Critical,18571.462541,2440.9500000000003,16130.512541,86.85644711820007,Medium Profit,1,Critical
C00351,Arun Gupta,Student,Delhi,Delhi,49952.0,Low,40,260044.16999999998,727.75,711.65,16.100000000000023,2,342172.99,122.41,1468.92,4.0,1865.06,1.0,417367.44,122951.23,18356.618638999997,1.0,391228.91,20.0,18.0,55.0,0,30,0,Medium,70.0,70.0,Critical,19084.368638999997,4045.63,15038.738638999996,78.80134220561781,Medium Profit,1,Critical
C00224,Ajay Sharma,Retail,Mumbai,Maharashtra,44867.0,Low,52,522745.24000000005,918.02,824.92,93.10000000000002,3,709909.73,185.22,2222.64,3.0,683.62,1.0,149580.69,85749.66,17750.17962,0.0,34751.59,8.0,7.0,9.0,1,40,0,High,65.0,65.0,High,18668.19962,3731.18,14937.01962,80.01317708215079,Medium Profit,1,High
C00255,Rohit Singh,Sme Owner,Coimbatore,Tamil Nadu,49291.0,Low,17,408135.32,285.19,232.06,53.129999999999995,1,335171.68,166.67,2000.04,3.0,851.74,1.0,130723.27,109663.33,16603.028162000002,1.0,119334.3,10.0,10.0,56.0,3,70,3,Critical,70.0,70.0,Critical,16888.218162,3083.84,13804.378162,81.73969586123114,Medium Profit,1,Critical
C00683,Anitha Patel,Retail,Kochi,Kerala,47087.0,Low,26,287124.88,429.44,368.45,60.99000000000001,2,226904.77000000002,118.28999999999999,1419.48,2.0,553.78,1.0,161508.9,115966.65,14600.201235,1.0,90188.14,20.0,19.0,45.0,0,30,0,Medium,70.0,70.0,Critical,15029.641235000001,2341.71,12687.931235,84.4193885709874,Medium Profit,1,Critical
C00194,Ajay Iyer,Retail,Kochi,Kerala,49812.0,Low,25,165411.18,502.82,464.09000000000003,38.72999999999996,2,663978.22,217.47,2609.64,5.0,2457.7799999999997,1.0,168844.29,131650.13,17404.147186000002,1.0,72674.94,20.0,17.0,58.0,0,20,0,Medium,70.0,70.0,Critical,17906.967186,5531.51,12375.457186000001,69.10973286238756,Medium Profit,1,Critical
C00004,Rahul Singh,Retail,Kolkata,West Bengal,35173.0,Medium,41,280049.4,742.67,762.25,-19.58000000000004,2,528493.62,313.89,3766.68,3.0,618.84,1.0,109716.15,74916.94,15934.833138,0.0,78180.38,24.0,24.0,10.0,0,35,0,Medium,70.0,70.0,Critical,16677.503138,5147.77,11529.733138,69.13344906965892,Medium Profit,1,Critical
C00215,Suresh Reddy,Sme Owner,Coimbatore,Tamil Nadu,77584.0,Medium,18,99272.83,289.06,247.7,41.360000000000014,1,814023.85,29.5,354.0,1.0,228.61,1.0,169702.67,74392.42,11761.441602,1.0,123521.95,20.0,19.0,60.0,0,0,0,Low,70.0,70.0,Critical,12050.501602,830.3100000000001,11220.191602,93.10974739954231,Medium Profit,1,Critical
C00983,Divya Reddy,Premium,Chennai,Tamil Nadu,69305.0,Low,45,314597.86,757.24,729.36,27.879999999999995,2,205604.52,268.24,3218.88,0.0,0.0,1.0,206889.24,78620.91,11344.997313,0.0,197961.99,24.0,24.0,10.0,4,50,0,High,30.0,30.0,Medium,12102.237313,3948.2400000000002,8153.997313,67.37594960430272,Medium Profit,1,High
C00561,Anitha Patel,Sme Owner,Coimbatore,Tamil Nadu,63515.0,Low,38,414647.14,719.94,646.43,73.5100000000001,2,82802.78,185.91,2230.92,3.0,1461.58,1.0,113621.34,76767.86,11614.977218000002,0.0,131405.45,12.0,12.0,9.0,2,40,0,High,40.0,40.0,Medium,12334.917218000002,4338.93,7995.987218000002,64.82400389628623,Medium Profit,1,High
C00394,Karthik Rao,Retail,Kolkata,West Bengal,54717.0,Low,18,773041.46,300.6,311.21,-10.609999999999957,1,76854.26,93.69,1124.28,2.0,1014.5999999999999,1.0,193131.66,60033.28,9347.181696,0.0,126201.15,22.0,19.0,9.0,1,70,1,Critical,40.0,40.0,Medium,9647.781696,2450.09,7197.691696,74.60462853325325,Medium Profit,1,Critical
C00033,Vishal Rao,Sme Owner,Pune,Maharashtra,80315.0,Medium,21,294331.08,253.5,291.28,-37.77999999999997,1,129736.17,96.45,1157.4,2.0,817.6800000000001,1.0,140051.09,56032.61,8584.195852,1.0,64536.68,20.0,19.0,57.0,5,70,2,Critical,70.0,70.0,Critical,8837.695852,2266.36,6571.335852,74.35575926176374,Medium Profit,1,Critical
C00562,Vijay Rao,Sme Owner,Chennai,Tamil Nadu,94880.0,Medium,45,309109.62,606.1,749.2,-143.10000000000002,2,102312.51000000001,205.94,2471.2799999999997,1.0,922.99,1.0,94766.14,67360.44,9383.309292,0.0,64275.52,24.0,22.0,10.0,3,70,2,Critical,15.0,15.0,Low,9989.409292,4143.469999999999,5845.939292000001,58.521371195409024,Medium Profit,1,Critical
C00189,Geetha Reddy,Student,Delhi,Delhi,38637.0,Medium,16,949083.15,281.79,303.73,-21.939999999999998,1,83102.9,153.09,1837.08,3.0,1669.81,1.0,182217.29,59585.73,8079.824988,0.0,100827.29,24.0,23.0,10.0,1,70,1,Critical,25.0,25.0,Medium,8361.614988000001,3810.62,4550.994988000001,54.42722481878521,Medium Profit,1,Critical
