customer_id,customer_name,customer_segment,city,state,annual_income,declared_risk_segment,total_transactions,total_transaction_value,transaction_fee_revenue,transaction_operational_cost,net_transaction_profit,number_of_accounts,total_account_balance,monthly_account_service_cost,annual_account_service_cost,total_complaints,complaint_service_cost,total_loans,total_loan_amount,total_outstanding_balance,estimated_interest_revenue,defaulted_loans,total_payments_made,payment_records,delayed_payment_records,max_days_late,suspicious_transactions,max_fraud_risk_score,confirmed_fraud_transactions,customer_fraud_risk_level,max_loan_risk_score,average_loan_risk_score,customer_loan_risk_level,customer_revenue,customer_operational_cost,customer_profit,profit_margin_pct,profitability_segment
C00736,Rohit Iyer,Retail,Kolkata,West Bengal,39682.0,Medium,47,490118.51,852.5,720.59,131.90999999999997,3,718800.3200000001,447.18999999999994,5366.279999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,45,0,High,0.0,0.0,,852.5,6086.869999999999,-5234.369999999999,-614.0023460410556,Loss Making
C00697,Naveen Reddy,Premium,Coimbatore,Tamil Nadu,31673.0,Medium,59,420762.81,832.4,840.46,-8.06000000000006,3,487827.59,384.29999999999995,4611.599999999999,1.0,614.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,45,0,High,0.0,0.0,,832.4,6066.619999999999,-5234.219999999999,-628.8106679481018,Loss Making
C00324,Sanjay Iyer,Sme Owner,Bengaluru,Karnataka,59818.0,Low,57,425647.26,944.01,944.25,-0.2400000000000091,3,177697.09999999998,333.38,4000.56,2.0,1190.1399999999999,1.0,209693.25,0.0,0.0,0.0,161605.48,24.0,21.0,10.0,0,30,0,Medium,30.0,30.0,Medium,944.01,6134.949999999999,-5190.939999999999,-549.8818868444189,Loss Making
C00420,Anitha Rao,Mass Affluent,Mumbai,Maharashtra,77175.0,Low,46,295784.71,785.98,673.26,112.72000000000003,3,225347.71999999997,379.07,4548.84,2.0,734.29,1.0,262057.26,0.0,0.0,0.0,217334.48,24.0,24.0,10.0,0,30,0,Medium,40.0,40.0,Medium,785.98,5956.39,-5170.41,-657.829715768849,Loss Making
C00831,Ajay Kumar,Sme Owner,Coimbatore,Tamil Nadu,46543.0,Low,59,511427.68,1053.42,1028.59,24.830000000000155,3,911504.1399999999,390.94,4691.28,2.0,484.19,1.0,1335861.05,0.0,0.0,0.0,390860.04,5.0,4.0,10.0,0,25,0,Medium,60.0,60.0,High,1053.42,6204.0599999999995,-5150.639999999999,-488.94458050919854,Loss Making
C00483,Vijay Singh,Retail,Bengaluru,Karnataka,35968.0,Medium,38,323055.07,566.25,640.16,-73.90999999999997,2,217952.99,203.66,2443.92,6.0,2628.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,Medium,0.0,0.0,,566.25,5713.0,-5146.75,-908.9183222958058,Loss Making
C00103,Karthik Sharma,Mass Affluent,Madurai,Tamil Nadu,85821.0,Low,57,524845.8,1021.41,868.58,152.82999999999993,3,339578.82999999996,315.11,3781.32,3.0,1465.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,Medium,0.0,0.0,,1021.41,6115.710000000001,-5094.300000000001,-498.75172555584936,Loss Making
C00862,Geetha Singh,Mass Affluent,Hyderabad,Telangana,46425.0,Medium,53,409141.88,930.88,932.5699999999999,-1.6899999999999409,3,904370.72,274.31,3291.7200000000003,2.0,1754.1999999999998,1.0,842765.07,0.0,0.0,0.0,546011.52,24.0,20.0,10.0,0,30,0,Medium,25.0,25.0,Medium,930.88,5978.49,-5047.61,-542.2406754898591,Loss Making
C00003,Rohit Sharma,Premium,Kolkata,West Bengal,142189.0,Medium,30,254059.78,585.38,425.75,159.63,2,172156.81,275.85,3310.2000000000003,4.0,1885.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,Medium,0.0,0.0,,585.38,5621.400000000001,-5036.02,-860.2992927670915,Loss Making
C00588,Arun Nair,Senior Citizen,Kolkata,West Bengal,34539.0,Medium,38,202658.37,636.61,653.63,-17.019999999999982,2,1143458.3699999999,305.53,3666.3599999999997,4.0,1312.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,Medium,0.0,0.0,,636.61,5632.2,-4995.59,-784.7174879439532,Loss Making
C00560,Sanjay Gupta,Premium,Hyderabad,Telangana,69278.0,Low,34,287762.74,601.47,495.98,105.49000000000001,2,146293.58000000002,316.38,3796.56,2.0,1228.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,Medium,0.0,0.0,,601.47,5521.32,-4919.849999999999,-817.970971120754,Loss Making
C00738,Meena Singh,Student,Coimbatore,Tamil Nadu,84871.0,Low,16,75760.56999999999,269.16,253.88,15.28000000000003,1,124067.39,147.95,1775.3999999999999,6.0,3122.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Low,0.0,0.0,,269.16,5151.73,-4882.57,-1814.002823599346,Loss Making
C00289,Sneha Kumar,Student,Pune,Maharashtra,22290.0,Low,68,480363.47,1247.5,1016.67,230.83000000000004,3,221124.04,397.23,4766.76,1.0,283.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,Medium,0.0,0.0,,1247.5,6067.08,-4819.58,-386.3390781563126,Loss Making
C00068,Pooja Kumar,Student,Madurai,Tamil Nadu,39953.0,Low,51,364664.14,837.64,774.53,63.110000000000014,3,291355.88,406.70000000000005,4880.400000000001,0.0,0.0,1.0,2124040.72,0.0,0.0,0.0,2433886.96,12.0,12.0,10.0,0,30,0,Medium,30.0,30.0,Medium,837.64,5654.93,-4817.29,-575.1026694045174,Loss Making
C00882,Sanjay Rao,Student,Kolkata,West Bengal,22856.0,Low,38,278991.75,623.14,602.49,20.649999999999977,2,1524366.8499999999,245.53000000000003,2946.3600000000006,5.0,1857.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,Medium,0.0,0.0,,623.14,5405.91,-4782.7699999999995,-767.5273614276085,Loss Making
C00407,Priya Gupta,Mass Affluent,Kochi,Kerala,38020.0,Low,39,168777.16,797.77,565.76,232.01,2,1293432.0699999998,265.67,3188.04,5.0,1815.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,15,0,Low,0.0,0.0,,797.77,5568.82,-4771.049999999999,-598.048309663186,Loss Making
C00238,Lakshmi Rao,Sme Owner,Chennai,Tamil Nadu,81371.0,Low,47,311503.19,871.17,733.89,137.27999999999997,2,68668.11,237.39,2848.68,4.0,2017.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,Medium,0.0,0.0,,871.17,5600.049999999999,-4728.879999999999,-542.8194267479366,Loss Making
C00591,Vishal Rao,Mass Affluent,Hyderabad,Telangana,114758.0,Medium,33,277339.07,649.77,525.33,124.43999999999994,2,547300.85,309.18,3710.16,3.0,1125.8400000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,Medium,0.0,0.0,,649.77,5361.33,-4711.5599999999995,-725.1119626944918,Loss Making
C00129,Divya Patel,Sme Owner,Kolkata,West Bengal,40587.0,High,36,329591.75,592.1,588.58,3.519999999999982,2,342639.2,278.96000000000004,3347.5200000000004,3.0,1305.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,Medium,0.0,0.0,,592.1,5241.83,-4649.73,-785.2947137307887,Loss Making
C00433,Suresh Patel,Mass Affluent,Kolkata,West Bengal,62326.0,Low,31,193240.51,620.33,407.83,212.50000000000006,2,159104.03999999998,229.74,2756.88,5.0,2097.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0,Low,0.0,0.0,,620.33,5262.32,-4641.99,-748.3097706059677,Loss Making
C00518,Rahul Iyer,Mass Affluent,Pune,Maharashtra,57023.0,High,20,131022.11,302.98,338.15999999999997,-35.17999999999995,1,54368.44,179.56,2154.7200000000003,5.0,2430.58,1.0,148999.65,0.0,0.0,0.0,140414.74,24.0,24.0,10.0,0,30,0,Medium,30.0,30.0,Medium,302.98,4923.46,-4620.48,-1525.0115519176181,Loss Making
C00036,Naveen Gupta,Senior Citizen,Delhi,Delhi,137790.0,Medium,27,400119.9,505.67,435.55,70.12,2,464889.74,290.36,3484.32,3.0,1201.67,1.0,821764.67,0.0,0.0,0.0,354602.69,8.0,8.0,10.0,0,35,0,Medium,25.0,25.0,Medium,505.67,5121.540000000001,-4615.870000000001,-912.8225918088873,Loss Making
C00453,Rahul Nair,Retail,Coimbatore,Tamil Nadu,59018.0,Low,38,353262.86,671.08,676.02,-4.939999999999941,2,284555.0,225.22,2702.64,4.0,1832.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,Medium,0.0,0.0,,671.08,5210.75,-4539.67,-676.4722536806341,Loss Making
C00256,Pooja Patel,Retail,Pune,Maharashtra,77940.0,Low,23,181371.57,368.8,397.19,-28.389999999999986,2,46804.5,254.14000000000001,3049.6800000000003,3.0,1432.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,Medium,0.0,0.0,,368.8,4879.77,-4510.97,-1223.1480477223429,Loss Making
C00342,Ajay Iyer,Mass Affluent,Pune,Maharashtra,104679.0,Low,18,176580.03999999998,274.94,265.0,9.939999999999998,1,67886.68,172.41,2068.92,5.0,2335.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,Medium,0.0,0.0,,274.94,4668.96,-4394.02,-1598.1741470866373,Loss Making
C00214,Geetha Sharma,Senior Citizen,Delhi,Delhi,63351.0,Low,23,471218.74,382.39,284.19,98.19999999999999,1,130656.78,178.34,2140.08,6.0,2338.46,1.0,879331.89,0.0,0.0,0.0,852624.99,24.0,24.0,10.0,4,70,4,Critical,40.0,40.0,Medium,382.39,4762.73,-4380.339999999999,-1145.5163576453356,Loss Making
C00452,Ajay Kumar,Mass Affluent,Kolkata,West Bengal,68719.0,Low,35,303209.89,631.92,585.8,46.120000000000005,2,146230.96000000002,292.66,3511.92,1.0,910.94,1.0,273665.92,0.0,0.0,0.0,161619.82,24.0,19.0,10.0,4,70,2,Critical,40.0,40.0,Medium,631.92,5008.66,-4376.74,-692.609824028358,Loss Making
C00065,Kavya Patel,Mass Affluent,Madurai,Tamil Nadu,26540.0,Medium,36,303575.99,614.52,643.9399999999999,-29.41999999999996,2,199045.81,274.35,3292.2000000000003,3.0,1019.88,1.0,1781761.71,0.0,0.0,0.0,2218347.9699999997,24.0,22.0,9.0,0,20,0,Medium,35.0,35.0,Medium,614.52,4956.02,-4341.5,-706.4863633404934,Loss Making
C00500,Ajay Nair,Premium,Madurai,Tamil Nadu,84625.0,Low,34,259943.5,687.17,607.71,79.45999999999992,2,388906.98,284.83000000000004,3417.9600000000005,4.0,993.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,Medium,0.0,0.0,,687.17,5018.6900000000005,-4331.52,-630.3418368089411,Loss Making
C00610,Naveen Sharma,Student,Chennai,Tamil Nadu,112955.0,Medium,39,268483.62,647.78,711.54,-63.75999999999999,2,236475.81,245.55,2946.6000000000004,3.0,1290.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,Medium,0.0,0.0,,647.78,4949.08,-4301.3,-664.0062984346538,Loss Making
C00440,Priya Iyer,Senior Citizen,Coimbatore,Tamil Nadu,20599.0,Low,38,256175.35,578.81,582.33,-3.5200000000000955,2,999667.33,322.1,3865.2000000000003,2.0,397.88,1.0,1716973.26,0.0,0.0,0.0,759031.4299999999,8.0,5.0,5.0,1,40,0,High,25.0,25.0,Medium,578.81,4845.410000000001,-4266.6,-737.1330833952421,Loss Making
C00587,Priya Reddy,Student,Chennai,Tamil Nadu,109573.0,Low,38,332716.97000000003,739.26,591.22,148.03999999999996,2,246085.65,279.88,3358.56,2.0,1050.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,45,0,High,0.0,0.0,,739.26,5000.719999999999,-4261.459999999999,-576.4494223953682,Loss Making
C00776,Geetha Sharma,Mass Affluent,Kolkata,West Bengal,32597.0,Low,46,357108.38,712.73,739.21,-26.480000000000018,2,256471.66,246.26,2955.12,3.0,1248.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,Medium,0.0,0.0,,712.73,4943.11,-4230.379999999999,-593.5459430639933,Loss Making
C00564,Geetha Singh,Retail,Pune,Maharashtra,174202.0,High,31,210084.21,626.78,496.55,130.22999999999996,2,115295.61,331.25,3975.0,1.0,382.47,1.0,337223.15,0.0,0.0,0.0,332979.16,24.0,24.0,10.0,1,45,0,High,40.0,40.0,Medium,626.78,4854.02,-4227.240000000001,-674.4376017103291,Loss Making
C00917,Meena Iyer,Student,Bengaluru,Karnataka,75652.0,Low,26,183489.01,426.95,499.28,-72.32999999999998,2,112980.24,228.94,2747.2799999999997,4.0,1348.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,45,0,High,0.0,0.0,,426.95,4595.549999999999,-4168.599999999999,-976.3672561189834,Loss Making
C00579,Vijay Rao,Retail,Kolkata,West Bengal,66257.0,Low,38,325171.99,656.05,581.78,74.26999999999998,2,104540.45,243.32999999999998,2919.96,5.0,1303.8899999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,40,0,High,0.0,0.0,,656.05,4805.629999999999,-4149.579999999999,-632.5097172471609,Loss Making
C00093,Kavya Nair,Retail,Bengaluru,Karnataka,32490.0,Medium,14,76546.65,222.06,224.76,-2.6999999999999886,1,134526.95,148.5,1782.0,5.0,2361.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Low,0.0,0.0,,222.06,4368.6,-4146.54,-1867.3061334774384,Loss Making
C00461,Geetha Verma,Retail,Delhi,Delhi,21944.0,Medium,34,226779.96,646.77,616.5,30.269999999999982,2,601329.99,219.45,2633.3999999999996,3.0,1482.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,Medium,0.0,0.0,,646.77,4732.57,-4085.7999999999997,-631.7237967128964,Loss Making
C00404,Sanjay Singh,Senior Citizen,Pune,Maharashtra,49293.0,Medium,15,102572.35,250.63,271.61,-20.980000000000018,1,48763.12,176.38,2116.56,5.0,1914.66,1.0,150295.8,0.0,0.0,0.0,113008.78,24.0,21.0,10.0,0,35,0,Medium,40.0,40.0,Medium,250.63,4302.83,-4052.2,-1616.8056497625983,Loss Making
C00086,Rahul Kumar,Retail,Hyderabad,Telangana,50561.0,Low,31,188022.44,546.02,457.63,88.38999999999999,2,146379.58,296.11,3553.32,3.0,581.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,Medium,0.0,0.0,,546.02,4591.99,-4045.97,-740.9930039192703,Loss Making
C00535,Anitha Kumar,Senior Citizen,Bengaluru,Karnataka,34767.0,Medium,34,370481.54,603.42,543.66,59.75999999999999,2,375373.93999999994,242.99,2915.88,3.0,1177.6399999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,40,0,High,0.0,0.0,,603.42,4637.18,-4033.76,-668.4829803453648,Loss Making
C00517,Rohit Sharma,Retail,Bengaluru,Karnataka,62370.0,Low,25,204008.97,476.5,416.49,60.00999999999999,1,19268.7,38.01,456.12,9.0,3630.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20,0,Medium,0.0,0.0,,476.5,4503.3099999999995,-4026.8099999999995,-845.0807974816369,Loss Making
C00061,Pooja Iyer,Senior Citizen,Bengaluru,Karnataka,46623.0,Medium,34,223910.13999999998,476.43,510.01,-33.579999999999984,2,2194740.4499999997,250.32,3003.84,2.0,983.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,Medium,0.0,0.0,,476.43,4497.22,-4020.7900000000004,-843.9413974770691,Loss Making
C00834,Deepa Kumar,Retail,Chennai,Tamil Nadu,30249.0,Low,37,432489.32,635.86,556.08,79.77999999999997,2,139522.86000000002,328.84000000000003,3946.0800000000004,1.0,137.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,Medium,0.0,0.0,,635.86,4639.750000000001,-4003.890000000001,-629.681061868965,Loss Making
C00296,Kavya Iyer,Retail,Chennai,Tamil Nadu,66338.0,Low,36,366497.54,715.98,613.58,102.39999999999998,2,244594.26,280.96000000000004,3371.5200000000004,2.0,732.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,Medium,0.0,0.0,,715.98,4717.620000000001,-4001.640000000001,-558.903879996648,Loss Making
C00628,Deepa Sharma,Retail,Mumbai,Maharashtra,65786.0,Low,38,492259.47000000003,650.89,577.69,73.19999999999993,2,616142.35,338.44,4061.2799999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,0,Medium,0.0,0.0,,650.89,4638.969999999999,-3988.0799999999995,-612.7118253468327,Loss Making
C00686,Ajay Nair,Retail,Delhi,Delhi,68823.0,Low,37,230040.56,702.63,557.1,145.52999999999997,2,181989.68,259.90999999999997,3118.9199999999996,4.0,1006.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,45,0,High,0.0,0.0,,702.63,4682.629999999999,-3979.999999999999,-566.4432204716563,Loss Making
C00911,Vishal Verma,Retail,Bengaluru,Karnataka,38993.0,Low,35,217935.78,626.17,603.38,22.789999999999964,2,323452.51,314.46000000000004,3773.5200000000004,1.0,220.26,1.0,107469.29,0.0,0.0,0.0,25085.0,9.0,9.0,10.0,0,35,0,Medium,60.0,60.0,High,626.17,4597.160000000001,-3970.9900000000007,-634.1712314547169,Loss Making
C00311,Suresh Sharma,Retail,Mumbai,Maharashtra,123479.0,Low,37,131524.97,686.48,552.03,134.45000000000005,2,149037.83,211.68,2540.16,5.0,1545.16,1.0,760594.54,0.0,0.0,0.0,482764.12,24.0,20.0,9.0,0,15,0,Low,25.0,25.0,Medium,686.48,4637.349999999999,-3950.8699999999994,-575.5258711105931,Loss Making
C00013,Arun Gupta,Retail,Madurai,Tamil Nadu,66300.0,Low,18,306866.47000000003,283.14,263.09000000000003,20.049999999999955,1,128547.28,124.56,1494.72,4.0,2450.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,70,2,Critical,0.0,0.0,,283.14,4207.93,-3924.7900000000004,-1386.1658543476726,Loss Making
C00313,Deepa Nair,Premium,Delhi,Delhi,16619.0,Low,40,258551.76,686.45,638.51,47.940000000000055,2,237736.84999999998,230.68,2768.16,3.0,1179.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,Medium,0.0,0.0,,686.45,4586.35,-3899.9000000000005,-568.1258649573895,Loss Making
C00733,Meena Kumar,Retail,Chennai,Tamil Nadu,84390.0,Low,45,268847.63,782.42,832.13,-49.710000000000036,2,107382.84,290.85,3490.2000000000003,2.0,345.62,1.0,103613.74,0.0,0.0,0.0,102337.74,24.0,21.0,10.0,0,30,0,Medium,35.0,35.0,Medium,782.42,4667.95,-3885.5299999999997,-496.6041256614095,Loss Making
C00428,Pooja Reddy,Student,Chennai,Tamil Nadu,49910.0,Low,49,279896.94,836.4300000000001,727.02,109.41000000000008,3,433181.45,240.62,2887.44,3.0,1085.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,Medium,0.0,0.0,,836.4300000000001,4699.860000000001,-3863.4300000000003,-461.8951974462896,Loss Making
C00231,Arun Sharma,Retail,Chennai,Tamil Nadu,60785.0,Low,14,96988.99,258.58,198.13,60.44999999999999,1,305893.53,161.82,1941.84,4.0,1962.5299999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0,Low,0.0,0.0,,258.58,4102.5,-3843.92,-1486.5496171397633,Loss Making
C00040,Ajay Reddy,Retail,Kolkata,West Bengal,49190.0,Low,34,272993.36,580.05,584.65,-4.600000000000023,2,303805.66,285.90999999999997,3430.9199999999996,1.0,392.47,1.0,1060372.66,0.0,0.0,0.0,1101686.15,24.0,23.0,10.0,1,40,0,High,50.0,50.0,High,580.05,4408.04,-3827.99,-659.941384363417,Loss Making
C00689,Suresh Kumar,Premium,Chennai,Tamil Nadu,27637.0,Low,35,237670.41999999998,611.12,618.98,-7.860000000000014,2,81579.81,207.95999999999998,2495.5199999999995,3.0,1299.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25,0,Medium,0.0,0.0,,611.12,4413.549999999999,-3802.4299999999994,-622.2067679015577,Loss Making
C00043,Suresh Gupta,Retail,Delhi,Delhi,83036.0,Low,55,468605.99,883.85,876.47,7.3799999999999955,3,537882.5800000001,308.13,3697.56,1.0,104.92,1.0,1725290.08,0.0,0.0,0.0,335341.18,8.0,8.0,10.0,0,35,0,Medium,40.0,40.0,Medium,883.85,4678.95,-3795.1,-429.3828138258754,Loss Making
C00319,Divya Rao,Retail,Kolkata,West Bengal,58482.0,Low,43,269864.07,734.07,629.9,104.17000000000007,2,352000.67,268.53999999999996,3222.4799999999996,1.0,670.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25,0,Medium,0.0,0.0,,734.07,4523.099999999999,-3789.0299999999993,-516.167395479995,Loss Making
C00450,Vijay Singh,Mass Affluent,Chennai,Kerala,35916.0,Low,36,211779.96,452.68,634.04,-181.35999999999996,2,142388.84,177.94,2135.2799999999997,3.0,1442.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,35,0,Medium,0.0,0.0,,452.68,4211.879999999999,-3759.1999999999994,-830.432093310948,Loss Making
