customer_id,customer_name,customer_segment,city,state,annual_income,declared_risk_segment,total_transactions,total_transaction_value,transaction_fee_revenue,transaction_operational_cost,net_transaction_profit,number_of_accounts,total_account_balance,monthly_account_service_cost,annual_account_service_cost,total_complaints,complaint_service_cost,total_loans,total_loan_amount,total_outstanding_balance,estimated_interest_revenue,defaulted_loans,total_payments_made,payment_records,delayed_payment_records,max_days_late,suspicious_transactions,max_fraud_risk_score,confirmed_fraud_transactions,customer_fraud_risk_level,max_loan_risk_score,average_loan_risk_score,customer_loan_risk_level,customer_revenue,customer_operational_cost,customer_profit,profit_margin_pct,profitability_segment
C00880,Rahul Kumar,Retail,Madurai,Tamil Nadu,69844.0,Low,41,268174.52,763.64,682.82,80.81999999999994,2,107258.3,152.09,1825.08,2.0,709.81,1.0,1763331.56,1334870.77,243880.889679,0.0,617997.86,11.0,10.0,10.0,0,25,0,Medium,70.0,70.0,Critical,244644.52967900003,3217.71,241426.81967900004,98.68474067079204,High Profit
C00037,Arun Iyer,Senior Citizen,Kolkata,West Bengal,63006.0,Low,18,134675.25,255.72,297.2,-41.47999999999999,1,147225.44,60.85,730.2,1.0,268.16,1.0,1617073.39,1376328.27,239894.017461,1.0,826653.75,21.0,21.0,54.0,0,30,0,Medium,70.0,70.0,Critical,240149.737461,1295.5600000000002,238854.177461,99.46051991824044,High Profit
C00709,Pooja Iyer,Sme Owner,Pune,Maharashtra,48699.0,Medium,20,145902.84,372.52,344.9,27.620000000000005,1,169058.64,130.69,1568.28,3.0,2200.8599999999997,1.0,2188620.67,1414889.34,238974.809526,0.0,1361931.76,24.0,22.0,10.0,0,25,0,Medium,40.0,40.0,Medium,239347.329526,4114.039999999999,235233.28952599998,98.28114230137959,High Profit
C00928,Rahul Gupta,Student,Coimbatore,Tamil Nadu,45621.0,Low,15,145369.85,265.36,246.96,18.400000000000006,1,82362.8,22.53,270.36,3.0,677.42,1.0,1701460.51,1438657.39,231767.70552899997,1.0,1114151.05,17.0,15.0,46.0,0,25,0,Medium,70.0,70.0,Critical,232033.06552899996,1194.74,230838.32552899997,99.48509924769724,High Profit
C00840,Naveen Singh,Retail,Bengaluru,Karnataka,72703.0,High,21,85266.57,290.88,321.34,-30.45999999999998,1,25660.13,22.39,268.68,2.0,751.04,1.0,2142704.59,1647679.63,230016.07634799997,0.0,2026999.99,24.0,21.0,10.0,0,0,0,Low,25.0,25.0,Medium,230306.95634799998,1341.06,228965.89634799998,99.4177075580932,High Profit
C00833,Geetha Singh,Retail,Delhi,Delhi,189411.0,Low,25,229323.72,380.2,393.79,-13.590000000000032,1,37479.37,137.24,1646.88,0.0,0.0,1.0,1979441.08,1812877.87,225884.582602,0.0,1011562.09,23.0,22.0,10.0,0,20,0,Medium,30.0,30.0,Medium,226264.78260200002,2040.67,224224.112602,99.09810533635296,High Profit
C00726,Pooja Sharma,Retail,Kolkata,West Bengal,34096.0,High,13,173101.27,228.03,249.60999999999999,-21.579999999999984,1,63331.93,43.91,526.92,3.0,1517.3600000000001,1.0,2179546.52,1421530.45,226023.34154999998,0.0,2157121.55,24.0,23.0,10.0,0,30,0,Medium,35.0,35.0,Medium,226251.37154999998,2293.8900000000003,223957.48154999997,98.98613211301878,High Profit
C00811,Naveen Rao,Premium,Chennai,Tamil Nadu,16262.0,Low,21,139085.06,379.2,323.8,55.39999999999998,1,855743.3,82.18,986.1600000000001,5.0,2134.1099999999997,1.0,1350361.48,1239937.36,225916.58699200003,1.0,1355253.04,19.0,19.0,53.0,0,20,0,Medium,85.0,85.0,Critical,226295.78699200004,3444.0699999999997,222851.71699200003,98.47806711482359,High Profit
C00204,Divya Iyer,Sme Owner,Kolkata,West Bengal,117466.0,Medium,25,220926.83,400.92,422.06,-21.139999999999986,1,35235.32,96.59,1159.08,4.0,2146.21,1.0,1970548.72,1387957.01,222905.895806,0.0,2589992.01,24.0,22.0,10.0,0,25,0,Medium,40.0,40.0,Medium,223306.815806,3727.35,219579.465806,98.33083912528753,High Profit
C00362,Deepa Sharma,Retail,Pune,Maharashtra,54935.0,Medium,12,203278.46000000002,224.39,190.68,33.70999999999998,1,161769.68,48.63,583.5600000000001,0.0,0.0,1.0,1657255.47,1156572.97,213619.02755899998,1.0,302918.35,5.0,4.0,45.0,0,20,0,Medium,75.0,75.0,Critical,213843.417559,774.24,213069.177559,99.63794069097948,High Profit
C00724,Kavya Reddy,Retail,Mumbai,Maharashtra,24142.0,Medium,45,425884.58,861.0,786.27,74.73000000000002,2,195902.58000000002,250.88,3010.56,2.0,629.6800000000001,1.0,1432477.74,1336208.4,212590.75643999997,0.0,533114.8,9.0,9.0,9.0,1,45,0,High,35.0,35.0,Medium,213451.75643999997,4426.51,209025.24643999996,97.92622460745865,High Profit
C00209,Divya Patel,Student,Coimbatore,Tamil Nadu,35351.0,Medium,32,261835.49000000002,620.88,472.42,148.45999999999998,2,120753.44,241.91,2902.92,1.0,415.46,1.0,1613792.07,1188091.84,206015.12505600002,0.0,799724.23,14.0,13.0,9.0,0,35,0,Medium,35.0,35.0,Medium,206636.00505600002,3790.8,202845.20505600004,98.16546975974848,High Profit
C00270,Ajay Rao,Retail,Coimbatore,Tamil Nadu,68826.0,Low,42,353520.09,753.83,690.99,62.84000000000003,2,170943.92,227.75,2733.0,1.0,196.69,1.0,1490529.88,1342911.0,202242.3966,0.0,1933952.53,24.0,22.0,10.0,0,35,0,Medium,35.0,35.0,Medium,202996.2266,3620.68,199375.5466,98.21638063887046,High Profit
C00702,Ajay Gupta,Sme Owner,Kochi,Kerala,56198.0,Medium,13,51636.479999999996,172.12,250.88,-78.75999999999999,1,59034.16,178.93,2147.16,2.0,539.3,1.0,1352877.15,1090346.1,196807.47105000002,1.0,435187.69,11.0,10.0,57.0,0,0,0,Low,70.0,70.0,Critical,196979.59105000002,2937.34,194042.25105000002,98.50880998161155,High Profit
C00257,Divya Kumar,Mass Affluent,Kochi,Kerala,29999.0,Low,17,83107.23,312.75,263.93,48.81999999999999,1,40204.84,31.76,381.12,2.0,704.49,1.0,1601257.69,1316482.32,193917.84573600002,0.0,1111772.34,24.0,21.0,10.0,0,30,0,Medium,30.0,30.0,Medium,194230.59573600002,1349.54,192881.055736,99.30518670609737,High Profit
